ID,HR,rMSSD,pNN50,SDNN,ln(HF),ln(LF),Time,MAD,MAD_HR
9_58_21_3,75.17381953,27.15990375,9.271523179,38.22703333,1.842771364,2.45628188,120.2584968,25.3840766,0.337671769
9_46_21_2,76.76279461,30.41779788,11.68831169,49.23418355,2.073831306,2.958629789,120.0620112,23.19037867,0.302104409
10_103_50_1,72.68759821,22.24534995,2.721088435,45.60959793,1.834499868,2.448282582,120.0419661,26.48394438,0.364352999
9_44_21_4,78.6740206,54.03420835,23.87096774,88.45684802,2.422156792,2.946234061,120.4975127,35.87191488,0.455956294
9_44_21_3,78.4287889,39.44100958,17.72151899,55.69451783,2.452835114,2.781963035,120.1452361,35.12132785,0.447811682
10_25_50_2,67.28926812,45.27298706,22.05882353,67.93205525,2.637211869,3.057782768,120.0945456,19.17505015,0.284964463
10_103_50_0,74.28461016,31.8766886,10.73825503,41.75019211,2.255291094,2.553981298,120.1235161,28.34169449,0.381528481
9_66_21_3,83.5021591,36.58508321,15.47619048,52.20859038,2.4362901,2.888798259,120.6688961,31.97524515,0.382927166
9_69_21_4,72.3783775,22.70355837,5.517241379,29.69958676,2.000456027,2.388927227,120.658251,19.47459509,0.269066478
9_39_45_1,79.05531038,33.636853,13.20754717,49.06458827,2.297524767,2.788295482,120.099211,37.52424062,0.474658065
9_56_21_6,81.11386225,48.44045116,19.01840491,60.72879369,2.48019181,2.681322461,120.3215368,0,0
9_81_21_0,76.15605202,38.93798927,14.66666667,93.09215822,2.468486052,3.253170537,120.7701428,23.78311941,0.312294542
9_39_11_1,82.26635653,44.87407614,18.90243902,49.95716245,2.508708418,2.833523171,120.208685,38.83927637,0.47211616
9_15_21_1,73.80395815,19.15657665,4.026845638,30.75436445,1.732297271,2.091027194,120.1451092,21.56140541,0.292144296
9_79_21_1,79.04451602,36.4341936,14.46540881,55.42906699,2.582849048,3.050298055,120.5066081,29.75200095,0.37639551
9_63_21_2,82.09139224,37.80107161,17.07317073,47.56461532,2.453396612,2.919634477,120.2557945,33.7968045,0.4116973
9_70_11_1,72.45574089,14.382316,2.054794521,27.05706408,1.477801501,2.237610057,120.4604547,9.103736041,0.125645476
9_79_21_0,78.42751118,37.77697871,13.37579618,43.16969317,2.326878818,2.570664965,120.5803416,27.85923002,0.355222671
9_67_21_0,73.72434399,52.38890751,13.57142857,76.43294242,2.612128191,3.412463709,120.3139088,23.63369748,0.320568434
9_13_11_1,69.95567775,56.24674206,24.08759124,93.81501435,2.541216963,2.99394949,120.203119,24.14861286,0.345198755
9_67_21_1,73.828125,22.71460499,4.081632653,41.72615489,1.953766832,2.124695705,120.4560718,22.52632012,0.30511841
9_52_21_3,68.39023454,35.67230198,14.38848921,42.51062685,2.181992631,2.482023342,120.6610995,21.86359258,0.319688808
9_39_21_1,81.43289975,45.45067336,21.60493827,65.38659671,2.375482333,3.028105116,120.3030272,36.69770781,0.450649651
9_35_21_1,77.34375,37.5614822,10.8974359,48.2217551,2.331323327,2.3794839,120.3276587,25.99078002,0.336042408
9_31_21_0,77.36797471,41.95720619,17.94871795,54.73199948,2.538324119,2.781194708,120.7957677,31.81308014,0.411191843
9_7_21_1,69.48460359,47.86924372,20.56737589,51.75440133,2.438754944,2.496114061,120.4718479,38.92681495,0.560222163
9_7_21_2,69.0176866,42.88086345,19.28571429,61.92205788,2.451817913,3.04143236,120.6456488,39.17458104,0.567602059
9_16_21_2,71.19140625,10.00360399,0,28.59848054,1.213227405,2.038391212,120.7734695,18.04837475,0.253519009
9_67_21_2,73.38867188,25.41438359,4.054054054,40.75217264,1.754231318,2.170922622,120.5727844,20.95838008,0.285580588
9_38_21_0,78.35024076,50.63999817,19.10828025,74.59274059,2.361238063,3.24446672,120.4232627,36.62606311,0.467465865
9_50_21_1,82.13325777,38.56999941,22.56097561,43.70318821,2.340036179,2.442525198,120.1392156,27.52234225,0.335093761
9_19_21_4,67.57379844,29.41977964,8.02919708,58.25461606,2.377121849,2.354062887,120.0710566,18.44122243,0.272904926
9_58_21_0,73.48945395,33.49747662,17.12328767,56.15796813,2.33473036,2.471092755,120.7329687,23.38428018,0.318199128
9_69_21_3,71.87404367,21.83782806,6.25,27.92654148,1.837060482,2.196325798,120.0857344,18.98432943,0.264133315
9_67_11_1,72.19755959,15.7952352,1.379310345,33.2483023,1.333431356,2.057731408,120.4112183,18.06888984,0.250270091
9_7_11_0,67.65005191,45.07717904,21.01449275,65.88121447,2.503297615,2.845113142,120.8797335,36.43932153,0.538644399
9_80_21_0,81.83572471,46.88177045,23.7804878,53.76964167,2.558670744,2.863763361,120.491603,35.17884448,0.429871485
9_66_21_1,83.57957802,40.41833774,18.6746988,67.97670917,2.408393497,2.788626632,120.2196618,35.3340421,0.422759278
9_17_21_3,66.8390269,34.59837881,14.70588235,52.64596697,2.413661129,2.760693736,120.6622949,20.02632342,0.299620212
9_64_21_0,83.64749405,44.19066292,22.15568862,58.26667809,2.532366448,3.038174722,120.2151697,29.65639548,0.354540155
9_19_11_1,71.19140625,22.42932023,6.944444444,35.29653897,1.777138516,2.422127941,120.7427682,22.05327558,0.309774406
9_7_21_3,69.03475853,44.66192583,21.42857143,54.14712284,2.617055191,2.829322988,120.0697064,37.34532903,0.540964144
9_2_21_0,78.22264269,42.99680321,14.64968153,68.1442286,2.511298183,3.012578852,120.8265612,30.46123933,0.38941716
9_57_11_1,67.92810928,36.26404567,17.51824818,42.4733327,2.228380851,2.53880696,120.574186,19.97090894,0.29400066
9_57_11_0,67.78453804,33.03055861,11.5942029,49.27715898,2.345074564,2.685754919,120.8987373,19.69130189,0.29049843
9_40_11_0,66.90067024,54.9261122,25,77.5128736,2.325269655,2.830753295,120.034888,23.60518864,0.352839345
9_8_21_1,82.72278272,41.554053,15.75757576,65.38786148,2.261017515,2.558959403,120.1096437,27.48999152,0.332314637
9_39_45_2,78.70482974,46.99844688,27.84810127,66.9905622,2.745293828,3.112514108,120.5952386,37.60862751,0.47784396
9_33_21_2,73.01664617,26.74161804,7.482993197,35.27902855,2.093226289,2.630255894,120.6599577,29.57432492,0.405035378
9_19_11_0,71.19140625,40.97602335,13.4751773,73.85101037,2.043078139,2.572274982,120.2868635,23.82424563,0.334650583
9_33_21_0,73.828125,41.01529086,16.89189189,70.97917121,2.455327387,2.900896778,120.6241788,30.57833382,0.414182723
9_11_21_1,76.6939454,52.11430674,28.75816993,66.39721048,2.73122385,3.096744807,120.4698966,37.09508548,0.483676844
9_60_21_2,75.08392457,30.17107014,10.59602649,38.33800332,1.936378156,2.576398849,120.2164916,25.46551826,0.339160725
9_19_21_2,69.2655847,19.34796264,3.571428571,35.68806072,1.40145957,2.105153252,120.5194142,18.50169456,0.267112371
9_48_21_1,70.48687953,13.61037362,0.704225352,26.41063769,1.691761852,2.121100125,120.4425701,17.5139414,0.248470943
9_48_21_2,70.2209474,19.36515423,2.836879433,35.78325755,1.580266914,2.444865748,120.0406603,15.99926951,0.227841835
9_7_21_4,68.22266302,38.57212322,22.30215827,57.84972755,2.186141963,3.139069233,120.2063866,36.6208199,0.536783794
9_13_11_0,68.1210081,49.22761515,26.08695652,81.30555956,2.588887738,3.149371427,120.5051904,23.99423359,0.352229573
9_39_45_0,79.19592131,46.54569641,21.3836478,66.62187687,2.427711116,2.803763097,120.3119567,38.79065831,0.489806264
9_46_21_4,76.46484375,33.57658187,10.38961039,44.86058625,2.188254156,3.028687583,120.3195025,23.36271975,0.305535441
10_25_50_1,68.01334425,44.34571044,18.43971631,102.9064154,2.346146491,2.715269916,120.7688953,23.08813434,0.339464771
9_57_11_2,66.64696662,48.08924926,20.14925373,80.42902402,2.369612356,3.189284771,120.6155009,20.96403891,0.314553534
9_50_21_2,81.54561117,44.75607915,14.375,95.16762005,2.672051064,2.990463143,120.6658426,26.0572815,0.319542415
9_44_21_0,78.46064042,41.11980551,20,61.10662975,2.494947613,2.853398311,120.3316464,34.98774842,0.445927388
9_58_11_0,73.56735499,39.78323965,14.38356164,70.03492073,2.27518823,3.093934374,120.6563155,22.00143401,0.299065177
9_40_21_2,68.06489247,38.12183746,13.76811594,41.32587944,2.412172221,2.719202201,120.3445656,22.44274089,0.32972565
9_69_21_0,70.80980118,29.51512969,8.450704225,41.61245794,2.360486721,2.784132954,120.3185073,21.91065143,0.309429642
9_40_21_0,68.14377348,32.72817849,9.352517986,52.39243914,2.366289666,2.862333059,120.0970302,21.97528418,0.322484111
9_69_21_1,71.67112502,25.68565159,6.944444444,37.11610737,2.064464641,2.512853435,120.4751864,20.09867594,0.280429196
9_50_21_0,79.50373123,51.58734742,22.07792208,92.32192268,2.685695426,3.457195123,120.6328546,28.08232624,0.35322023
9_79_21_0,78.42751118,37.77697871,13.37579618,43.16969317,2.326878818,2.570664965,120.5803416,27.85923002,0.355222671
10_25_50_0,69.29332624,30.26702689,8.633093525,62.95529969,2.208804366,2.58473886,120.9101256,16.7490571,0.241712413
9_44_11_1,77.069806,45.08339015,21.93548387,61.59033916,2.602675638,3.034481297,120.1233184,35.01990993,0.454392086
9_60_21_1,74.26757812,31.50851822,12.83783784,36.97926896,2.2908772,2.675626188,120.2504809,24.76700716,0.333483436
9_17_11_1,66.796875,25.7870437,5.147058824,41.33779607,2.013630376,2.747619557,120.6309075,19.54124025,0.292547222
9_45_11_1,78.22265625,38.11437063,19.10828025,52.59545159,2.346013191,2.65676096,120.2821676,29.17879111,0.373022248
9_31_11_0,80.47599294,50.52937039,23.125,74.3232455,2.429245336,3.05680381,120.1907614,31.5671862,0.392255939
9_17_11_0,67.67578125,27.86626374,8.02919708,44.48891076,2.123966176,2.922320978,120.6794554,17.57723258,0.259727073
9_17_21_2,67.92740922,31.34503011,13.86861314,45.69345356,2.280786598,2.518210922,120.3728885,17.84634425,0.262726703
9_19_21_1,68.5546875,20.46423417,2.877697842,48.74993674,1.914806902,2.460540293,120.6708127,16.3720986,0.238818076
9_69_21_2,71.20044106,22.43587204,6.993006993,32.74520855,2.17766838,2.646786501,120.8054581,19.02114973,0.267149325
9_24_21_0,77.36280701,48.69263467,24.67532468,70.76641722,2.736110339,3.078030249,120.1329472,33.94237423,0.438742796
9_24_21_3,76.82311157,38.56557721,16.88311688,44.99218973,2.036540697,2.582350366,120.7384095,33.6275204,0.437726613
9_16_11_1,68.5546875,10.06894825,0,26.35010415,1.239791988,1.936140661,120.6230097,16.9961107,0.247920475
9_7_21_0,66.43334698,60.73647192,30.82706767,95.90960942,2.608582779,3.386435681,120.4700094,33.43571881,0.503297219
9_44_21_2,76.54987838,40.74226295,16.99346405,57.69121896,2.63803759,2.770042774,120.5915577,33.35088498,0.435675218
9_7_11_1,66.796875,45.61986671,25.73529412,65.04160657,2.531576959,2.730142978,120.5635323,37.0470341,0.554622265
9_17_21_0,66.37130485,31.53448894,8.888888889,44.51133808,2.254928747,2.699244526,120.0081048,19.2250201,0.289658613
9_2_11_1,77.96330107,64.84943566,24.83221477,98.92824773,2.626339613,3.237170672,120.1654924,31.16010124,0.399676525
9_2_11_0,77.77016801,51.80498114,20.80536913,108.9825502,2.280044971,3.312185297,120.5203669,30.25158101,0.388986957
9_48_21_0,68.61251237,18.17839902,1.428571429,37.77252585,1.590744532,2.145429419,120.7846647,16.97682964,0.24743052
9_38_21_3,78.57116098,53.61614994,22.43589744,89.14535893,2.620185754,3.200970108,120.7628771,37.73082743,0.480212166
10_40_50_0,65.62172819,26.15884578,6.818181818,43.85370404,2.110787294,2.541593627,120.2126801,19.34024873,0.294723246
10_5_50_0,79.16698203,46.18411255,9.615384615,86.15664346,2.169749355,2.694712217,120.5591379,30.339868,0.383238911
9_24_21_2,76.11012822,44.21116931,22.51655629,66.8646171,2.416195748,3.069100922,120.4182967,30.54490568,0.401325111
9_44_21_1,75.91956192,38.57411279,18.95424837,66.16125884,2.527340557,3.238501174,120.5379819,33.83741955,0.445700933
9_39_11_0,78.37687417,55.94312958,29.29936306,80.64863541,2.637794779,3.346593461,120.3493949,38.92292361,0.496612349
9_17_21_1,65.49746179,28.98376048,7.575757576,31.67084181,2.326207469,2.317917496,120.263834,17.00354685,0.259606195
9_16_11_0,66.796875,11.52642987,0.746268657,24.42288958,0.785221199,1.612984629,120.2959311,14.18411909,0.212347046
9_78_21_0,61.27465137,48.33985079,26.19047619,89.05734971,2.269114489,3.270068954,120.5263401,16.0369511,0.261722437
9_40_11_1,64.17874946,37.32037347,12.97709924,67.77433673,2.4478864,2.977544012,120.8118285,19.52131676,0.304171037
9_48_21_3,69.49126719,15.68491831,1.428571429,25.24062238,1.571887795,2.264633761,120.6103993,17.56367155,0.252746457
9_16_21_1,68.85153441,14.87409249,0.71942446,33.77415699,1.616746617,2.619599383,120.8295867,19.79730176,0.287536101
9_78_21_6,60.32223413,53.25893612,26.2295082,70.70197871,2.589708138,3.033225003,120.7786119,14.94288742,0.247717738
9_11_21_4,74.60229779,41.490318,19.46308725,74.83527632,2.555724816,3.088986023,120.6782064,30.70458843,0.41157698
10_40_50_1,63.75307668,31.73391167,10.76923077,49.95416758,2.437392406,2.823423878,120.5240377,18.29763849,0.287007929
9_8_21_0,79.12315572,41.53056077,16.02564103,84.76858503,2.54523278,3.031255347,120.649006,24.18142674,0.305617572
9_2_21_1,74.24929306,47.83065744,20.68965517,97.70426511,2.411821463,3.26039791,120.1481192,26.57989545,0.357981798
9_63_21_0,74.70703125,57.72128574,32.87671233,100.6689504,2.815686067,3.219182073,120.3501791,29.5273077,0.395241347
10_40_50_3,62.63235659,34.91013836,10.15625,61.92251003,2.197071369,2.920235985,120.5585544,17.38431999,0.277561327
9_78_21_4,58.49572537,54.16148353,27.5,71.96361454,2.56490306,3.064999019,121.0852957,14.39834524,0.246143545
9_13_11_2,66.38250083,62.47501328,25.21008403,81.28331014,2.65274595,3.35084614,120.1282644,21.27506499,0.320492068
9_45_11_0,75.88899573,50.10157233,19.31034483,100.2631812,2.44900688,2.965554245,120.6842802,26.53911937,0.349709719
9_11_21_6,73.05142161,38.27199013,18.05555556,55.82136889,2.249994831,2.884335462,120.1413821,27.11895407,0.371231024
10_40_50_2,61.83964104,21.3443997,4,24.58499919,1.695219124,2.142701059,120.3769401,15.91085437,0.257292153
9_19_21_3,66.3607514,38.25613987,13.33333333,57.06475261,2.099651057,2.908081498,120.1949795,21.09817816,0.317931574
9_45_11_2,74.22477252,48.86093321,29.72972973,87.28057659,2.63018207,3.1351394,120.4610257,27.64424789,0.372439644
9_78_21_3,58.85045816,40.18233686,16.52892562,88.46658244,2.115479381,3.147612863,120.9539462,13.63413323,0.231674207
9_78_11_2,59.24891911,34.21166153,12.5,50.24714561,2.251057593,2.323482774,120.9167482,11.92144221,0.201209446
9_38_21_1,74.07997997,48.58724116,25.16556291,79.60877138,2.422477105,3.142786052,120.3909651,33.20676158,0.448255542
9_78_21_2,57.48777496,49.43290462,22.22222222,72.17433241,2.555527038,3.101654751,120.6428349,12.00919244,0.208899935
9_82_11_1,72.69190592,49.85316997,22.75862069,68.43032284,2.573782534,2.926703542,120.6532212,25.19112978,0.346546558
9_78_21_5,56.53911037,51.11811723,24.78632479,80.43917279,2.628528542,3.258334731,120.371205,11.69999025,0.206936228
9_78_11_1,56.25,44.62877703,19.29824561,73.24856864,2.245635596,3.058080489,120.6524724,9.942963204,0.17676379
9_78_21_1,57.12890625,32.20528853,8.547008547,60.93930938,2.192052439,2.600625401,120.4269074,10.63434699,0.186146518
9_65_11_0,77.24985798,51.71925798,25,88.72245151,2.822466355,3.046981555,120.1163359,29.0379409,0.375896366
9_45_11_3,72.94921875,47.04347839,23.61111111,93.69843509,2.581497274,3.108776126,120.115243,28.52367439,0.391007263
9_78_11_0,55.43331136,57.51473808,25.22522523,98.25349986,2.639404469,2.798417091,120.121046,11.47831535,0.207065302
9_39_21_0,73.97854349,59.67401946,32.66666667,80.53572447,2.793731405,3.078358327,120.1132487,35.67899403,0.482288409
